YEAR,MONTH,DATE,SITE,SBC_LTER_TRANSECT,LOBSTER_TRANSECT,SIZE,COUNT
2012,8,24-Aug-12,AQUE,2,B,64,1
2012,8,24-Aug-12,AQUE,2,B,66,1
2012,8,24-Aug-12,AQUE,2,B,85,1
2012,8,24-Aug-12,AQUE,2,C,60,1
2012,8,24-Aug-12,AQUE,2,C,68,1
2012,8,24-Aug-12,AQUE,2,D,-99999,0
2012,8,24-Aug-12,AQUE,3,A,-99999,0
2012,8,24-Aug-12,AQUE,3,B,-99999,0
2012,8,24-Aug-12,AQUE,3,C,-99999,0
2012,8,24-Aug-12,AQUE,3,D,-99999,0
2012,8,24-Aug-12,AQUE,4,A,62,1
2012,8,24-Aug-12,AQUE,4,A,70,1
2012,8,24-Aug-12,AQUE,4,A,75,1
2012,8,24-Aug-12,AQUE,4,A,87,1
2012,8,24-Aug-12,AQUE,4,B,63,2
2012,8,24-Aug-12,AQUE,4,B,77,1
2012,8,24-Aug-12,AQUE,4,B,85,2
2012,8,24-Aug-12,AQUE,4,C,-99999,0
2012,8,24-Aug-12,AQUE,4,D,-99999,0
2012,8,24-Aug-12,AQUE,5,A,-99999,0
2012,8,24-Aug-12,AQUE,5,B,-99999,0
2012,8,24-Aug-12,AQUE,5,C,64,1
2012,8,24-Aug-12,AQUE,5,C,65,2
2012,8,24-Aug-12,AQUE,5,C,70,1
2012,8,24-Aug-12,AQUE,5,C,78,1
2012,8,24-Aug-12,AQUE,5,C,80,1
2012,8,24-Aug-12,AQUE,5,C,85,1
2012,8,24-Aug-12,AQUE,5,C,88,1
2012,8,24-Aug-12,AQUE,5,C,89,1
2012,8,24-Aug-12,AQUE,5,C,90,1
2012,8,24-Aug-12,AQUE,5,D,60,1
2012,8,24-Aug-12,AQUE,6,A,-99999,0
2012,8,24-Aug-12,AQUE,6,B,-99999,0
2012,8,24-Aug-12,AQUE,6,C,-99999,0
2012,8,24-Aug-12,AQUE,6,D,-99999,0
2012,8,24-Aug-12,AQUE,7,A,65,1
2012,8,24-Aug-12,AQUE,7,A,70,1
2012,8,24-Aug-12,AQUE,7,A,72,1
2012,8,24-Aug-12,AQUE,7,A,75,1
2012,8,24-Aug-12,AQUE,7,B,-99999,0
2012,8,24-Aug-12,AQUE,7,C,-99999,0
2012,8,24-Aug-12,AQUE,7,D,-99999,0
2012,8,27-Aug-12,CARP,1,A,-99999,0
2012,8,27-Aug-12,CARP,1,B,-99999,0
2012,8,27-Aug-12,CARP,1,B,95,1
2012,8,27-Aug-12,CARP,1,C,85,2
2012,8,27-Aug-12,CARP,1,C,90,2
2012,8,27-Aug-12,CARP,1,C,95,1
2012,8,27-Aug-12,CARP,1,D,-99999,0
2012,8,27-Aug-12,CARP,2,A,60,1
2012,8,27-Aug-12,CARP,2,A,65,3
2012,8,27-Aug-12,CARP,2,A,68,1
2012,8,27-Aug-12,CARP,2,A,70,1
2012,8,27-Aug-12,CARP,2,A,75,2
2012,8,27-Aug-12,CARP,2,A,78,2
2012,8,27-Aug-12,CARP,2,A,80,1
2012,8,27-Aug-12,CARP,2,B,-99999,0
2012,8,27-Aug-12,CARP,2,C,60,3
2012,8,27-Aug-12,CARP,2,C,64,1
2012,8,27-Aug-12,CARP,2,C,65,1
2012,8,27-Aug-12,CARP,2,C,75,1
2012,8,27-Aug-12,CARP,2,C,76,1
2012,8,27-Aug-12,CARP,2,C,78,1
2012,8,27-Aug-12,CARP,2,C,82,1
2012,8,27-Aug-12,CARP,2,C,85,1
2012,8,27-Aug-12,CARP,2,D,52,1
2012,8,27-Aug-12,CARP,2,D,57,1
2012,8,27-Aug-12,CARP,2,D,58,1
2012,8,27-Aug-12,CARP,2,D,61,1
2012,8,27-Aug-12,CARP,2,D,62,1
2012,8,27-Aug-12,CARP,2,D,64,1
2012,8,27-Aug-12,CARP,2,D,65,1
2012,8,27-Aug-12,CARP,2,D,68,1
2012,8,27-Aug-12,CARP,2,D,70,1
2012,8,27-Aug-12,CARP,2,D,72,1
2012,8,27-Aug-12,CARP,2,D,78,1
2012,8,27-Aug-12,CARP,2,D,81,1
2012,8,27-Aug-12,CARP,2,D,85,1
2012,8,27-Aug-12,CARP,2,D,88,1
2012,8,27-Aug-12,CARP,2,D,92,1
2012,8,27-Aug-12,CARP,3,A,-99999,0
2012,8,27-Aug-12,CARP,3,B,-99999,0
2012,8,27-Aug-12,CARP,3,B,58,1
2012,8,27-Aug-12,CARP,3,C,74,1
2012,8,27-Aug-12,CARP,3,C,75,1
2012,8,27-Aug-12,CARP,3,C,80,3
2012,8,27-Aug-12,CARP,3,C,85,2
2012,8,27-Aug-12,CARP,3,C,90,1
2012,8,27-Aug-12,CARP,3,D,-99999,0
2012,8,27-Aug-12,CARP,3,D,75,1
2012,8,27-Aug-12,CARP,3,D,78,1
2012,8,27-Aug-12,CARP,3,D,80,1
2012,8,27-Aug-12,CARP,3,D,95,1
2012,8,27-Aug-12,CARP,4,A,55,1
2012,8,27-Aug-12,CARP,4,A,71,1
2012,8,27-Aug-12,CARP,4,B,74,1
2012,8,27-Aug-12,CARP,4,B,156,1
2012,8,27-Aug-12,CARP,4,C,-99999,0
2012,8,27-Aug-12,CARP,4,C,72,1
2012,8,27-Aug-12,CARP,4,D,-99999,0
2012,8,27-Aug-12,CARP,5,A,68,1
2012,8,27-Aug-12,CARP,5,A,71,1
2012,8,27-Aug-12,CARP,5,B,-99999,0
2012,8,27-Aug-12,CARP,5,C,60,1
2012,8,27-Aug-12,CARP,5,D,62,1
2012,8,27-Aug-12,CARP,5,D,65,2
2012,8,27-Aug-12,CARP,6,A,-99999,0
2012,8,27-Aug-12,CARP,6,B,-99999,0
2012,8,27-Aug-12,CARP,6,B,98,1
2012,8,27-Aug-12,CARP,6,C,-99999,0
2012,8,27-Aug-12,CARP,6,D,-99999,0
2012,8,28-Aug-12,CARP,7,A,-99999,0
2012,8,28-Aug-12,CARP,7,B,66,1
2012,8,28-Aug-12,CARP,7,B,68,1
2012,8,28-Aug-12,CARP,7,C,-99999,0
2012,8,28-Aug-12,CARP,7,D,47,1
2012,8,28-Aug-12,CARP,8,A,68,1
2012,8,28-Aug-12,CARP,8,B,65,1
2012,8,28-Aug-12,CARP,8,C,-99999,0
2012,8,28-Aug-12,CARP,8,D,-99999,0
2012,8,28-Aug-12,CARP,9,A,-99999,0
2012,8,28-Aug-12,CARP,9,B,58,1
2012,8,28-Aug-12,CARP,9,B,81,1
2012,8,28-Aug-12,CARP,9,B,82,1
2012,8,28-Aug-12,CARP,9,B,84,1
2012,8,28-Aug-12,CARP,9,C,75,1
2012,8,28-Aug-12,CARP,9,C,77,1
2012,8,28-Aug-12,CARP,9,D,-99999,0
2012,8,29-Aug-12,MOHK,1,A,65,1
2012,8,29-Aug-12,MOHK,1,A,70,1
2012,8,29-Aug-12,MOHK,1,A,75,3
2012,8,29-Aug-12,MOHK,1,A,80,2
2012,8,29-Aug-12,MOHK,1,A,82,2
2012,8,29-Aug-12,MOHK,1,A,84,1
2012,8,29-Aug-12,MOHK,1,A,85,2
2012,8,29-Aug-12,MOHK,1,B,68,1
2012,8,29-Aug-12,MOHK,1,B,70,1
2012,8,29-Aug-12,MOHK,1,B,72,1
2012,8,29-Aug-12,MOHK,1,B,75,3
2012,8,29-Aug-12,MOHK,1,B,78,1
2012,8,29-Aug-12,MOHK,1,B,85,1
2012,8,29-Aug-12,MOHK,1,B,88,1
2012,8,29-Aug-12,MOHK,1,C,75,1
2012,8,29-Aug-12,MOHK,1,C,80,1
2012,8,29-Aug-12,MOHK,1,C,84,1
2012,8,29-Aug-12,MOHK,1,D,60,1
2012,8,29-Aug-12,MOHK,1,D,62,1
2012,8,29-Aug-12,MOHK,1,D,65,2
2012,8,29-Aug-12,MOHK,1,D,68,4
2012,8,29-Aug-12,MOHK,1,D,70,2
2012,8,29-Aug-12,MOHK,1,D,72,4
2012,8,29-Aug-12,MOHK,1,D,75,3
2012,8,29-Aug-12,MOHK,1,D,80,1
2012,8,29-Aug-12,MOHK,1,D,85,3
2012,8,29-Aug-12,MOHK,1,D,88,2
2012,8,29-Aug-12,MOHK,2,A,-99999,0
2012,8,29-Aug-12,MOHK,2,B,60,1
2012,8,29-Aug-12,MOHK,2,B,65,1
2012,8,29-Aug-12,MOHK,2,B,68,1
2012,8,29-Aug-12,MOHK,2,B,75,1
2012,8,29-Aug-12,MOHK,2,B,78,1
2012,8,29-Aug-12,MOHK,2,B,85,1
2012,8,29-Aug-12,MOHK,2,C,-99999,0
2012,8,29-Aug-12,MOHK,2,D,55,1
2012,8,29-Aug-12,MOHK,2,D,65,1
2012,8,29-Aug-12,MOHK,2,D,66,1
2012,8,29-Aug-12,MOHK,2,D,75,2
2012,8,29-Aug-12,MOHK,2,D,77,1
2012,8,29-Aug-12,MOHK,2,D,80,2
2012,8,29-Aug-12,MOHK,2,D,82,3
2012,8,29-Aug-12,MOHK,2,D,84,1
2012,8,29-Aug-12,MOHK,2,D,85,1
2012,8,29-Aug-12,MOHK,2,D,90,4
2012,8,29-Aug-12,MOHK,2,D,95,2
2012,8,29-Aug-12,MOHK,2,D,105,1
2012,8,29-Aug-12,MOHK,2,D,110,2
2012,8,29-Aug-12,MOHK,3,A,65,1
2012,8,29-Aug-12,MOHK,3,A,72,1
2012,8,29-Aug-12,MOHK,3,B,-99999,0
2012,8,29-Aug-12,MOHK,3,C,60,1
2012,8,29-Aug-12,MOHK,3,C,65,1
2012,8,29-Aug-12,MOHK,3,C,68,1
2012,8,29-Aug-12,MOHK,3,C,75,1
2012,8,29-Aug-12,MOHK,3,C,80,1
2012,8,29-Aug-12,MOHK,3,C,82,1
2012,8,29-Aug-12,MOHK,3,D,-99999,0
2013,8,21-Aug-13,IVEE,1,A,-99999,0
2013,8,21-Aug-13,IVEE,1,B,-99999,0
2013,8,21-Aug-13,IVEE,1,C,-99999,0
2013,8,21-Aug-13,IVEE,1,D,-99999,0
2013,8,21-Aug-13,IVEE,2,A,-99999,0
2013,8,21-Aug-13,IVEE,2,B,-99999,0
2013,8,21-Aug-13,IVEE,2,C,-99999,0
2013,8,21-Aug-13,IVEE,2,D,-99999,0
2013,8,21-Aug-13,IVEE,3,A,60,1
2013,8,21-Aug-13,IVEE,3,A,62,1
2013,8,21-Aug-13,IVEE,3,A,64,1
2013,8,21-Aug-13,IVEE,3,A,65,1
2013,8,21-Aug-13,IVEE,3,A,72,1
2013,8,21-Aug-13,IVEE,3,A,74,1
2013,8,21-Aug-13,IVEE,3,A,78,1
2013,8,21-Aug-13,IVEE,3,A,79,1
2013,8,21-Aug-13,IVEE,3,A,80,1
2013,8,21-Aug-13,IVEE,3,A,82,1
2013,8,21-Aug-13,IVEE,3,B,58,1
2013,8,21-Aug-13,IVEE,3,B,72,1
2013,8,21-Aug-13,IVEE,3,B,75,1
2013,8,21-Aug-13,IVEE,3,C,68,1
2013,8,21-Aug-13,IVEE,3,C,75,1
2013,8,21-Aug-13,IVEE,3,D,-99999,0
2013,8,21-Aug-13,IVEE,4,A,64,1
2013,8,21-Aug-13,IVEE,4,A,70,1
2013,8,21-Aug-13,IVEE,4,A,74,1
2013,8,21-Aug-13,IVEE,4,B,65,1
2013,8,21-Aug-13,IVEE,4,B,70,1
2013,8,21-Aug-13,IVEE,4,B,78,1
2013,8,21-Aug-13,IVEE,4,B,83,1
2013,8,21-Aug-13,IVEE,4,B,85,1
2013,8,21-Aug-13,IVEE,4,C,-99999,0
2013,8,21-Aug-13,IVEE,4,C,70,1
2013,8,21-Aug-13,IVEE,4,C,75,1
2013,8,21-Aug-13,IVEE,4,D,-99999,0
2013,8,21-Aug-13,IVEE,5,A,75,1
2013,8,21-Aug-13,IVEE,5,A,78,1
2013,8,21-Aug-13,IVEE,5,A,82,1
2013,8,21-Aug-13,IVEE,5,A,85,2
2013,8,21-Aug-13,IVEE,5,B,77,1
2013,8,21-Aug-13,IVEE,5,B,83,1
2013,8,21-Aug-13,IVEE,5,C,-99999,0
2013,8,21-Aug-13,IVEE,5,D,80,1
2013,8,21-Aug-13,IVEE,6,A,-99999,0
2013,8,21-Aug-13,IVEE,6,B,62,1
2013,8,21-Aug-13,IVEE,6,C,-99999,0
2013,8,21-Aug-13,IVEE,6,D,85,1
2013,8,21-Aug-13,IVEE,7,A,-99999,0
2013,8,21-Aug-13,IVEE,7,B,65,1
2013,8,21-Aug-13,IVEE,7,B,72,1
2013,8,21-Aug-13,IVEE,7,C,-99999,0
2013,8,21-Aug-13,IVEE,7,D,68,1
2013,8,21-Aug-13,IVEE,7,D,78,1
2013,8,21-Aug-13,IVEE,8,A,-99999,0
2013,8,21-Aug-13,IVEE,8,B,-99999,0
2013,8,21-Aug-13,IVEE,8,C,-99999,0
2013,8,21-Aug-13,IVEE,8,D,78,1
2013,8,22-Aug-13,NAPL,1,A,-99999,0
2013,8,22-Aug-13,NAPL,1,A,62,1
2013,8,22-Aug-13,NAPL,1,A,65,1
2013,8,22-Aug-13,NAPL,1,B,-99999,0
2013,8,22-Aug-13,NAPL,1,C,-99999,0
2013,8,22-Aug-13,NAPL,1,C,70,1
2013,8,22-Aug-13,NAPL,1,D,-99999,0
2013,8,22-Aug-13,NAPL,1,D,75,1
2013,8,22-Aug-13,NAPL,2,A,-99999,0
2013,8,22-Aug-13,NAPL,2,B,-99999,0
2013,8,22-Aug-13,NAPL,2,B,70,1
2013,8,22-Aug-13,NAPL,2,B,80,1
2013,8,22-Aug-13,NAPL,2,C,54,1
2013,8,22-Aug-13,NAPL,2,C,70,2
2013,8,22-Aug-13,NAPL,2,C,72,1
2013,8,22-Aug-13,NAPL,2,C,105,1
2013,8,22-Aug-13,NAPL,2,D,-99999,0
2013,8,22-Aug-13,NAPL,2,D,108,1
2013,8,22-Aug-13,NAPL,3,A,-99999,0
2013,8,22-Aug-13,NAPL,3,A,81,1
2013,8,22-Aug-13,NAPL,3,A,95,1
2013,8,22-Aug-13,NAPL,3,A,110,1
2013,8,22-Aug-13,NAPL,3,B,70,1
2013,8,22-Aug-13,NAPL,3,B,75,1
2013,8,22-Aug-13,NAPL,3,B,85,1
2013,8,22-Aug-13,NAPL,3,B,90,1
2013,8,22-Aug-13,NAPL,3,C,68,1
2013,8,22-Aug-13,NAPL,3,C,70,1
2013,8,22-Aug-13,NAPL,3,C,75,1
2013,8,22-Aug-13,NAPL,3,D,-99999,0
2013,8,22-Aug-13,NAPL,3,D,60,1
2013,8,22-Aug-13,NAPL,3,D,72,1
2013,8,22-Aug-13,NAPL,3,D,75,1
2013,8,22-Aug-13,NAPL,4,A,-99999,0
2013,8,22-Aug-13,NAPL,4,B,-99999,0
2013,8,22-Aug-13,NAPL,4,C,-99999,0
2013,8,22-Aug-13,NAPL,4,D,-99999,0
2013,8,22-Aug-13,NAPL,5,A,68,1
2013,8,22-Aug-13,NAPL,5,A,76,1
2013,8,22-Aug-13,NAPL,5,B,48,1
2013,8,22-Aug-13,NAPL,5,B,55,1
2013,8,22-Aug-13,NAPL,5,B,92,1
2013,8,22-Aug-13,NAPL,5,C,62,1
2013,8,22-Aug-13,NAPL,5,C,64,1
2013,8,22-Aug-13,NAPL,5,C,65,1
2013,8,22-Aug-13,NAPL,5,C,66,1
2013,8,22-Aug-13,NAPL,5,C,68,1
2013,8,22-Aug-13,NAPL,5,C,90,1
2013,8,22-Aug-13,NAPL,5,D,-99999,0
2013,8,22-Aug-13,NAPL,5,D,65,1
2013,8,22-Aug-13,NAPL,5,D,76,1
2013,8,22-Aug-13,NAPL,5,D,79,1
2013,8,22-Aug-13,NAPL,6,A,80,1
2013,8,22-Aug-13,NAPL,6,B,72,1
2013,8,22-Aug-13,NAPL,6,B,77,1
2013,8,22-Aug-13,NAPL,6,C,64,2
2013,8,22-Aug-13,NAPL,6,C,65,1
2013,8,22-Aug-13,NAPL,6,C,90,1
2013,8,22-Aug-13,NAPL,6,C,98,1
2013,8,22-Aug-13,NAPL,6,D,74,1
2013,8,22-Aug-13,NAPL,7,A,-99999,0
2013,8,22-Aug-13,NAPL,7,B,-99999,0
2013,8,22-Aug-13,NAPL,7,C,74,1
2013,8,22-Aug-13,NAPL,7,D,80,1
2013,8,22-Aug-13,NAPL,7,D,86,1
2013,8,22-Aug-13,NAPL,8,A,62,1
2013,8,22-Aug-13,NAPL,8,A,93,1
2013,8,22-Aug-13,NAPL,8,B,-99999,0
2013,8,22-Aug-13,NAPL,8,C,-99999,0
2013,8,22-Aug-13,NAPL,8,D,65,1
2013,8,22-Aug-13,NAPL,9,A,62,1
2013,8,22-Aug-13,NAPL,9,A,64,1
2013,8,22-Aug-13,NAPL,9,A,71,1
2013,8,22-Aug-13,NAPL,9,A,78,1
2013,8,22-Aug-13,NAPL,9,A,79,1
2013,8,22-Aug-13,NAPL,9,A,82,1
2013,8,22-Aug-13,NAPL,9,A,84,1
2013,8,22-Aug-13,NAPL,9,A,100,1
2013,8,22-Aug-13,NAPL,9,B,-99999,0
2013,8,22-Aug-13,NAPL,9,C,80,1
2013,8,22-Aug-13,NAPL,9,D,-99999,0
2013,8,23-Aug-13,MOHK,1,A,-99999,0
2013,8,23-Aug-13,MOHK,1,B,-99999,0
2013,8,23-Aug-13,MOHK,1,B,80,1
2013,8,23-Aug-13,MOHK,1,C,-99999,0
2013,8,23-Aug-13,MOHK,1,C,75,1
2013,8,23-Aug-13,MOHK,1,C,85,1
2013,8,23-Aug-13,MOHK,1,D,-99999,0
2013,8,23-Aug-13,MOHK,1,D,76,1
2013,8,23-Aug-13,MOHK,1,D,78,1
2013,8,23-Aug-13,MOHK,1,D,80,1
2013,8,23-Aug-13,MOHK,2,A,62,1
2013,8,23-Aug-13,MOHK,2,B,60,1
2013,8,23-Aug-13,MOHK,2,B,65,1
2013,8,23-Aug-13,MOHK,2,B,83,1
2013,8,23-Aug-13,MOHK,2,C,60,1
2013,8,23-Aug-13,MOHK,2,D,60,1
2013,8,23-Aug-13,MOHK,3,A,60,1
2013,8,23-Aug-13,MOHK,3,A,67,1
2013,8,23-Aug-13,MOHK,3,B,-99999,0
2013,8,23-Aug-13,MOHK,3,C,87,1
2013,8,23-Aug-13,MOHK,3,D,-99999,0
2013,8,26-Aug-13,AQUE,1,A,75,1
2013,8,26-Aug-13,AQUE,1,A,80,1
2013,8,26-Aug-13,AQUE,1,B,65,1
2013,8,26-Aug-13,AQUE,1,B,80,1
2013,8,26-Aug-13,AQUE,1,B,90,1
2013,8,26-Aug-13,AQUE,1,C,80,1
2013,8,26-Aug-13,AQUE,1,C,85,1
2013,8,26-Aug-13,AQUE,1,D,-99999,0
2013,8,26-Aug-13,AQUE,2,A,-99999,0
2013,8,26-Aug-13,AQUE,2,B,58,1
2013,8,26-Aug-13,AQUE,2,B,78,1
2013,8,26-Aug-13,AQUE,2,C,-99999,0
2013,8,26-Aug-13,AQUE,2,D,-99999,0
2013,8,26-Aug-13,AQUE,3,A,-99999,0
2013,8,26-Aug-13,AQUE,3,B,-99999,0
2013,8,26-Aug-13,AQUE,3,C,-99999,0
2013,8,26-Aug-13,AQUE,3,D,-99999,0
2013,8,26-Aug-13,AQUE,4,A,65,1
2013,8,26-Aug-13,AQUE,4,A,75,1
2013,8,26-Aug-13,AQUE,4,A,78,1
2013,8,26-Aug-13,AQUE,4,A,81,1
2013,8,26-Aug-13,AQUE,4,A,85,1
2013,8,26-Aug-13,AQUE,4,B,-99999,0
2013,8,26-Aug-13,AQUE,4,C,-99999,0
2013,8,26-Aug-13,AQUE,4,D,73,1
2013,8,26-Aug-13,AQUE,4,D,85,1
2013,8,26-Aug-13,AQUE,4,D,86,1
2013,8,26-Aug-13,AQUE,5,A,47,1
2013,8,26-Aug-13,AQUE,5,A,48,1
2013,8,26-Aug-13,AQUE,5,B,-99999,0
2013,8,26-Aug-13,AQUE,5,C,60,2
2013,8,26-Aug-13,AQUE,5,C,65,4
2013,8,26-Aug-13,AQUE,5,C,70,1
2013,8,26-Aug-13,AQUE,5,C,75,1
2013,8,26-Aug-13,AQUE,5,C,78,1
2013,8,26-Aug-13,AQUE,5,C,85,1
2013,8,26-Aug-13,AQUE,5,C,95,1
2013,8,26-Aug-13,AQUE,5,D,-99999,0
2013,8,26-Aug-13,AQUE,6,A,-99999,0
2013,8,26-Aug-13,AQUE,6,B,-99999,0
2013,8,26-Aug-13,AQUE,6,C,-99999,0
2013,8,26-Aug-13,AQUE,6,D,-99999,0
2013,8,26-Aug-13,AQUE,7,A,56,1
2013,8,26-Aug-13,AQUE,7,B,55,1
2013,8,26-Aug-13,AQUE,7,C,-99999,0
2013,8,26-Aug-13,AQUE,7,D,-99999,0
2013,8,27-Aug-13,CARP,1,A,77,1
2013,8,27-Aug-13,CARP,1,B,-99999,0
2013,8,27-Aug-13,CARP,1,C,-99999,0
2013,8,27-Aug-13,CARP,1,C,81,1
2013,8,27-Aug-13,CARP,1,D,75,1
2013,8,27-Aug-13,CARP,1,D,76,1
2013,8,27-Aug-13,CARP,1,D,78,1
2013,8,27-Aug-13,CARP,2,A,66,1
2013,8,27-Aug-13,CARP,2,A,68,1
2013,8,27-Aug-13,CARP,2,A,70,1
2013,8,27-Aug-13,CARP,2,A,80,1
2013,8,27-Aug-13,CARP,2,B,-99999,0
2013,8,27-Aug-13,CARP,2,C,68,1
2013,8,27-Aug-13,CARP,2,C,70,2
2013,8,27-Aug-13,CARP,2,C,75,4
2013,8,27-Aug-13,CARP,2,C,80,3
2013,8,27-Aug-13,CARP,2,C,82,1
2013,8,27-Aug-13,CARP,2,C,85,7
2013,8,27-Aug-13,CARP,2,C,86,1
2013,8,27-Aug-13,CARP,2,C,90,3
2013,8,27-Aug-13,CARP,2,C,95,1
2013,8,27-Aug-13,CARP,2,D,72,2
2013,8,27-Aug-13,CARP,2,D,75,2
2013,8,27-Aug-13,CARP,2,D,78,1
2013,8,27-Aug-13,CARP,2,D,79,1
2013,8,27-Aug-13,CARP,2,D,82,1
2013,8,27-Aug-13,CARP,2,D,83,1
2013,8,27-Aug-13,CARP,2,D,85,1
2013,8,27-Aug-13,CARP,2,D,87,1
2013,8,27-Aug-13,CARP,2,D,90,1
2013,8,27-Aug-13,CARP,3,A,-99999,0
2013,8,27-Aug-13,CARP,3,B,-99999,0
2013,8,27-Aug-13,CARP,3,C,-99999,0
2013,8,27-Aug-13,CARP,3,D,65,1
2013,8,27-Aug-13,CARP,4,A,59,1
